DESTINATION_AIRPORT,MONTH,DAY,ARRIVAL_DELAY
DTW,11,25,363
DTW,11,26,193
DTW,11,27,239
DTW,11,28,356
DTW,11,29,377
DTW,11,30,360
DTW,12,1,348
DTW,12,2,354
DTW,12,3,359
DTW,12,4,360
DTW,12,5,239
DTW,12,6,331
DTW,12,7,353
DTW,12,8,355
DTW,12,9,354
DTW,12,10,360
DTW,12,11,362
DTW,12,12,246
DTW,12,13,337
DTW,12,14,353
DTW,12,15,344
DTW,12,16,351
DTW,12,17,354
DTW,12,18,345
DTW,12,19,286
DTW,12,20,287
DTW,12,21,287
DTW,12,22,285
DTW,12,23,291
DTW,12,24,196
DTW,12,25,192
DTW,12,26,284
DTW,12,27,291
DTW,12,28,234
DTW,12,29,274
DTW,12,30,286
DTW,12,31,212
HOU,1,1,123
HOU,1,2,158
HOU,1,3,158
HOU,1,4,161
HOU,1,5,168
HOU,1,6,156
HOU,1,7,157
HOU,1,8,152
HOU,1,9,158
HOU,1,10,106
HOU,1,11,134
HOU,1,12,155
HOU,1,13,157
HOU,1,14,155
HOU,1,15,158
HOU,1,16,160
HOU,1,17,107
HOU,1,18,132
HOU,1,19,160
HOU,1,20,157
HOU,1,21,154
HOU,1,22,157
HOU,1,23,158
HOU,1,24,104
HOU,1,25,132
HOU,1,26,158
HOU,1,27,151
HOU,1,28,154
HOU,1,29,159
HOU,1,30,156
HOU,1,31,105
HOU,2,1,126
HOU,2,2,149
HOU,2,3,159
HOU,2,4,159
HOU,2,5,160
HOU,2,6,159
HOU,2,7,107
HOU,2,8,135
HOU,2,9,157
HOU,2,10,157
HOU,2,11,160
HOU,2,12,160
HOU,2,13,160
HOU,2,14,106
HOU,2,15,127
HOU,2,16,151
HOU,2,17,151
HOU,2,18,157
HOU,2,19,158
HOU,2,20,158
HOU,2,21,105
HOU,2,22,135
HOU,2,23,147
HOU,2,24,151
HOU,2,25,148
HOU,2,26,157
HOU,2,27,157
HOU,2,28,104
HOU,3,1,131
HOU,3,2,153
HOU,3,3,153
HOU,3,4,148
HOU,3,5,140
HOU,3,6,156
HOU,3,7,116
HOU,3,8,149
HOU,3,9,162
HOU,3,10,163
HOU,3,11,163
HOU,3,12,164
HOU,3,13,165
HOU,3,14,116
HOU,3,15,150
HOU,3,16,162
HOU,3,17,163
HOU,3,18,162
HOU,3,19,164
HOU,3,20,158
HOU,3,21,113
HOU,3,22,150
HOU,3,23,161
HOU,3,24,162
HOU,3,25,161
HOU,3,26,162
HOU,3,27,163
HOU,3,28,115
HOU,3,29,152
HOU,3,30,161
HOU,3,31,164
HOU,4,1,165
HOU,4,2,160
HOU,4,3,164
HOU,4,4,115
HOU,4,5,150
HOU,4,6,164
HOU,4,7,162
HOU,4,8,161
HOU,4,9,161
HOU,4,10,159
HOU,4,11,117
HOU,4,12,141
HOU,4,13,161
HOU,4,14,163
HOU,4,15,163
HOU,4,16,162
HOU,4,17,161
HOU,4,18,115
HOU,4,19,137
HOU,4,20,163
HOU,4,21,161
HOU,4,22,164
HOU,4,23,165
HOU,4,24,161
HOU,4,25,113
HOU,4,26,148
HOU,4,27,158
HOU,4,28,165
HOU,4,29,165
HOU,4,30,164
HOU,5,1,164
HOU,5,2,115
HOU,5,3,149
HOU,5,4,166
HOU,5,5,166
HOU,5,6,164
HOU,5,7,165
HOU,5,8,165
HOU,5,9,114
HOU,5,10,143
HOU,5,11,166
HOU,5,12,150
HOU,5,13,166
HOU,5,14,165
HOU,5,15,165
HOU,5,16,118
HOU,5,17,132
HOU,5,18,162
HOU,5,19,161
HOU,5,20,162
HOU,5,21,164
HOU,5,22,164
HOU,5,23,114
HOU,5,24,123
HOU,5,25,103
HOU,5,26,153
HOU,5,27,152
HOU,5,28,166
HOU,5,29,155
HOU,5,30,80
HOU,5,31,148
HOU,6,1,163
HOU,6,2,164
HOU,6,3,165
HOU,6,4,165
HOU,6,5,164
HOU,6,6,116
HOU,6,7,160
HOU,6,8,169
HOU,6,9,167
HOU,6,10,172
HOU,6,11,168
HOU,6,12,169
HOU,6,13,130
HOU,6,14,159
HOU,6,15,167
HOU,6,16,115
HOU,6,17,166
HOU,6,18,170
HOU,6,19,171
HOU,6,20,129
HOU,6,21,157
HOU,6,22,169
HOU,6,23,170
HOU,6,24,168
HOU,6,25,170
HOU,6,26,172
HOU,6,27,129
HOU,6,28,160
HOU,6,29,170
HOU,6,30,162
HOU,7,1,159
HOU,7,2,173
HOU,7,3,160
HOU,7,4,109
HOU,7,5,159
HOU,7,6,170
HOU,7,7,170
HOU,7,8,170
HOU,7,9,170
HOU,7,10,171
HOU,7,11,129
HOU,7,12,157
HOU,7,13,172
HOU,7,14,169
HOU,7,15,171
HOU,7,16,169
HOU,7,17,171
HOU,7,18,128
HOU,7,19,160
HOU,7,20,171
HOU,7,21,170
HOU,7,22,170
HOU,7,23,172
HOU,7,24,172
HOU,7,25,127
HOU,7,26,160
HOU,7,27,171
HOU,7,28,171
HOU,7,29,171
HOU,7,30,170
HOU,7,31,172
HOU,8,1,130
HOU,8,2,161
HOU,8,3,173
HOU,8,4,174
HOU,8,5,175
HOU,8,6,174
HOU,8,7,174
HOU,8,8,133
HOU,8,9,149
HOU,8,10,165
HOU,8,11,144
HOU,8,12,160
HOU,8,13,165
HOU,8,14,166
HOU,8,15,113
HOU,8,16,148
HOU,8,17,167
HOU,8,18,166
HOU,8,19,144
HOU,8,20,143
HOU,8,21,156
HOU,8,22,113
HOU,8,23,149
HOU,8,24,164
HOU,8,25,155
HOU,8,26,160
HOU,8,27,165
HOU,8,28,165
HOU,8,29,111
HOU,8,30,148
HOU,8,31,164
HOU,9,1,165
HOU,9,2,166
HOU,9,3,166
HOU,9,4,165
HOU,9,5,100
HOU,9,6,112
HOU,9,7,145
HOU,9,8,164
HOU,9,9,161
HOU,9,10,162
HOU,9,11,160
HOU,9,12,113
HOU,9,13,148
HOU,9,14,163
HOU,9,15,160
HOU,9,16,161
HOU,9,17,161
HOU,9,18,160
HOU,9,19,114
HOU,9,20,149
HOU,9,21,163
HOU,9,22,162
HOU,9,23,164
HOU,9,24,162
HOU,9,25,162
HOU,9,26,112
HOU,9,27,150
HOU,9,28,165
HOU,9,29,164
HOU,9,30,163
HOU,11,1,152
HOU,11,2,161
HOU,11,3,161
HOU,11,4,162
HOU,11,5,159
HOU,11,6,164
HOU,11,7,119
HOU,11,8,156
HOU,11,9,166
HOU,11,10,166
HOU,11,11,166
HOU,11,12,165
HOU,11,13,162
HOU,11,14,119
HOU,11,15,156
HOU,11,16,166
HOU,11,17,130
HOU,11,18,163
HOU,11,19,165
HOU,11,20,165
HOU,11,21,118
HOU,11,22,156
HOU,11,23,163
HOU,11,24,172
HOU,11,25,173
HOU,11,26,100
HOU,11,27,125
HOU,11,28,157
HOU,11,29,178
HOU,11,30,171
HOU,12,1,164
HOU,12,2,162
HOU,12,3,163
HOU,12,4,158
HOU,12,5,117
HOU,12,6,153
HOU,12,7,162
HOU,12,8,164
HOU,12,9,162
HOU,12,10,164
HOU,12,11,163
HOU,12,12,115
HOU,12,13,149
HOU,12,14,162
HOU,12,15,164
HOU,12,16,166
HOU,12,17,165
HOU,12,18,166
HOU,12,19,122
HOU,12,20,155
HOU,12,21,164
HOU,12,22,162
HOU,12,23,169
HOU,12,24,128
HOU,12,25,116
HOU,12,26,154
HOU,12,27,136
HOU,12,28,155
HOU,12,29,163
HOU,12,30,165
HOU,12,31,114
IAH,1,1,412
IAH,1,2,490
IAH,1,3,431
IAH,1,4,470
IAH,1,5,502
IAH,1,6,428
IAH,1,7,419
IAH,1,8,458
IAH,1,9,456
IAH,1,10,317
IAH,1,11,420
IAH,1,12,460
IAH,1,13,416
IAH,1,14,420
IAH,1,15,467
IAH,1,16,469
IAH,1,17,310
IAH,1,18,402
IAH,1,19,460
IAH,1,20,400
IAH,1,21,417
IAH,1,22,460
IAH,1,23,465
IAH,1,24,318
IAH,1,25,421
IAH,1,26,449
IAH,1,27,366
IAH,1,28,397
IAH,1,29,466
IAH,1,30,466
IAH,1,31,314
IAH,2,1,391
IAH,2,2,448
IAH,2,3,414
IAH,2,4,418
IAH,2,5,462
IAH,2,6,467
IAH,2,7,316
IAH,2,8,417
IAH,2,9,459
IAH,2,10,414
IAH,2,11,421
IAH,2,12,483
IAH,2,13,480
IAH,2,14,342
IAH,2,15,413
IAH,2,16,436
IAH,2,17,441
IAH,2,18,471
IAH,2,19,477
IAH,2,20,475
IAH,2,21,346
IAH,2,22,420
IAH,2,23,431
IAH,2,24,401
IAH,2,25,447
IAH,2,26,461
IAH,2,27,464
IAH,2,28,336
IAH,3,1,397
IAH,3,2,454
IAH,3,3,383
IAH,3,4,446
IAH,3,5,418
IAH,3,6,469
IAH,3,7,400
IAH,3,8,446
IAH,3,9,471
IAH,3,10,421
IAH,3,11,482
IAH,3,12,483
IAH,3,13,483
IAH,3,14,401
IAH,3,15,444
IAH,3,16,472
IAH,3,17,415
IAH,3,18,473
IAH,3,19,479
IAH,3,20,477
IAH,3,21,397
IAH,3,22,439
IAH,3,23,472
IAH,3,24,416
IAH,3,25,473
IAH,3,26,476
IAH,3,27,476
IAH,3,28,392
IAH,3,29,433
IAH,3,30,476
IAH,3,31,410
IAH,4,1,473
IAH,4,2,472
IAH,4,3,474
IAH,4,4,352
IAH,4,5,411
IAH,4,6,471
IAH,4,7,413
IAH,4,8,474
IAH,4,9,475
IAH,4,10,467
IAH,4,11,363
IAH,4,12,435
IAH,4,13,473
IAH,4,14,406
IAH,4,15,476
IAH,4,16,398
IAH,4,17,411
IAH,4,18,367
IAH,4,19,426
IAH,4,20,466
IAH,4,21,415
IAH,4,22,480
IAH,4,23,483
IAH,4,24,480
IAH,4,25,348
IAH,4,26,440
IAH,4,27,476
IAH,4,28,412
IAH,4,29,470
IAH,4,30,480
IAH,5,1,480
IAH,5,2,365
IAH,5,3,440
IAH,5,4,478
IAH,5,5,418
IAH,5,6,486
IAH,5,7,499
IAH,5,8,507
IAH,5,9,389
IAH,5,10,441
IAH,5,11,408
IAH,5,12,477
IAH,5,13,491
IAH,5,14,498
IAH,5,15,495
IAH,5,16,386
IAH,5,17,423
IAH,5,18,495
IAH,5,19,497
IAH,5,20,482
IAH,5,21,470
IAH,5,22,504
IAH,5,23,381
IAH,5,24,358
IAH,5,25,403
IAH,5,26,439
IAH,5,27,433
IAH,5,28,485
IAH,5,29,495
IAH,5,30,359
IAH,5,31,424
IAH,6,1,479
IAH,6,2,492
IAH,6,3,491
IAH,6,4,489
IAH,6,5,481
IAH,6,6,407
IAH,6,7,458
IAH,6,8,484
IAH,6,9,467
IAH,6,10,477
IAH,6,11,482
IAH,6,12,482
IAH,6,13,406
IAH,6,14,453
IAH,6,15,462
IAH,6,16,396
IAH,6,17,403
IAH,6,18,460
IAH,6,19,477
IAH,6,20,400
IAH,6,21,455
IAH,6,22,477
IAH,6,23,475
IAH,6,24,477
IAH,6,25,480
IAH,6,26,473
IAH,6,27,393
IAH,6,28,453
IAH,6,29,479
IAH,6,30,418
IAH,7,1,401
IAH,7,2,469
IAH,7,3,371
IAH,7,4,358
IAH,7,5,440
IAH,7,6,473
IAH,7,7,464
IAH,7,8,462
IAH,7,9,467
IAH,7,10,476
IAH,7,11,395
IAH,7,12,437
IAH,7,13,464
IAH,7,14,468
IAH,7,15,463
IAH,7,16,468
IAH,7,17,469
IAH,7,18,393
IAH,7,19,435
IAH,7,20,465
IAH,7,21,468
IAH,7,22,464
IAH,7,23,469
IAH,7,24,468
IAH,7,25,395
IAH,7,26,435
IAH,7,27,464
IAH,7,28,464
IAH,7,29,461
IAH,7,30,462
IAH,7,31,461
IAH,8,1,391
IAH,8,2,432
IAH,8,3,467
IAH,8,4,471
IAH,8,5,462
IAH,8,6,470
IAH,8,7,469
IAH,8,8,393
IAH,8,9,436
IAH,8,10,461
IAH,8,11,423
IAH,8,12,425
IAH,8,13,465
IAH,8,14,468
IAH,8,15,389
IAH,8,16,420
IAH,8,17,462
IAH,8,18,391
IAH,8,19,391
IAH,8,20,366
IAH,8,21,441
IAH,8,22,347
IAH,8,23,427
IAH,8,24,451
IAH,8,25,357
IAH,8,26,394
IAH,8,27,453
IAH,8,28,450
IAH,8,29,344
IAH,8,30,413
IAH,8,31,450
IAH,9,1,388
IAH,9,2,389
IAH,9,3,444
IAH,9,4,440
IAH,9,5,309
IAH,9,6,327
IAH,9,7,431
IAH,9,8,440
IAH,9,9,389
IAH,9,10,377
IAH,9,11,390
IAH,9,12,321
IAH,9,13,408
IAH,9,14,441
IAH,9,15,375
IAH,9,16,399
IAH,9,17,448
IAH,9,18,450
IAH,9,19,325
IAH,9,20,414
IAH,9,21,450
IAH,9,22,385
IAH,9,23,387
IAH,9,24,453
IAH,9,25,459
IAH,9,26,338
IAH,9,27,427
IAH,9,28,459
IAH,9,29,388
IAH,9,30,454
IAH,11,1,414
IAH,11,2,459
IAH,11,3,398
IAH,11,4,453
IAH,11,5,461
IAH,11,6,457
IAH,11,7,344
IAH,11,8,432
IAH,11,9,458
IAH,11,10,402
IAH,11,11,451
IAH,11,12,458
IAH,11,13,455
IAH,11,14,338
IAH,11,15,431
IAH,11,16,452
IAH,11,17,337
IAH,11,18,439
IAH,11,19,455
IAH,11,20,442
IAH,11,21,332
IAH,11,22,417
IAH,11,23,347
IAH,11,24,381
IAH,11,25,442
IAH,11,26,299
IAH,11,27,384
IAH,11,28,473
IAH,11,29,495
IAH,11,30,447
IAH,12,1,393
IAH,12,2,391
IAH,12,3,442
IAH,12,4,445
IAH,12,5,322
IAH,12,6,389
IAH,12,7,432
IAH,12,8,385
IAH,12,9,389
IAH,12,10,440
IAH,12,11,438
IAH,12,12,322
IAH,12,13,374
IAH,12,14,433
IAH,12,15,380
IAH,12,16,425
IAH,12,17,428
IAH,12,18,441
IAH,12,19,387
IAH,12,20,396
IAH,12,21,437
IAH,12,22,430
IAH,12,23,425
IAH,12,24,353
IAH,12,25,311
IAH,12,26,391
IAH,12,27,293
IAH,12,28,354
IAH,12,29,411
IAH,12,30,408
IAH,12,31,346
IND,1,1,65
IND,1,2,75
IND,1,3,71
IND,1,4,73
IND,1,5,77
IND,1,6,66
IND,1,7,67
IND,1,8,68
IND,1,9,68
IND,1,10,51
IND,1,11,49
IND,1,12,65
IND,1,13,68
IND,1,14,69
IND,1,15,70
IND,1,16,72
IND,1,17,50
IND,1,18,61
IND,1,19,71
IND,1,20,67
IND,1,21,71
IND,1,22,70
IND,1,23,72
IND,1,24,53
IND,1,25,63
IND,1,26,64
IND,1,27,59
IND,1,28,67
IND,1,29,72
IND,1,30,70
IND,1,31,50
IND,2,1,53
IND,2,2,57
IND,2,3,65
IND,2,4,69
IND,2,5,71
IND,2,6,72
IND,2,7,51
IND,2,8,65
IND,2,9,65
IND,2,10,67
IND,2,11,69
IND,2,12,73
IND,2,13,71
IND,2,14,50
IND,2,15,62
IND,2,16,71
IND,2,17,65
IND,2,18,70
IND,2,19,71
IND,2,20,68
IND,2,21,53
IND,2,22,62
IND,2,23,66
IND,2,24,65
IND,2,25,67
IND,2,26,67
IND,2,27,69
IND,2,28,49
IND,3,1,62
IND,3,2,71
IND,3,3,63
IND,3,4,71
IND,3,5,59
IND,3,6,73
IND,3,7,75
IND,3,8,76
IND,3,9,79
IND,3,10,79
IND,3,11,77
IND,3,12,81
IND,3,13,81
IND,3,14,76
IND,3,15,76
IND,3,16,79
IND,3,17,80
IND,3,18,79
IND,3,19,82
IND,3,20,78
IND,3,21,73
IND,3,22,77
IND,3,23,77
IND,3,24,78
IND,3,25,80
IND,3,26,81
IND,3,27,81
IND,3,28,76
IND,3,29,77
IND,3,30,81
IND,3,31,81
IND,4,1,83
IND,4,2,81
IND,4,3,82
IND,4,4,74
IND,4,5,76
IND,4,6,91
IND,4,7,87
IND,4,8,79
IND,4,9,75
IND,4,10,80
IND,4,11,55
IND,4,12,76
IND,4,13,82
IND,4,14,80
IND,4,15,82
IND,4,16,81
IND,4,17,80
IND,4,18,55
IND,4,19,76
IND,4,20,78
IND,4,21,79
IND,4,22,82
IND,4,23,82
IND,4,24,81
IND,4,25,55
IND,4,26,75
IND,4,27,82
IND,4,28,80
IND,4,29,81
IND,4,30,83
IND,5,1,80
IND,5,2,57
IND,5,3,72
IND,5,4,80
IND,5,5,78
IND,5,6,83
IND,5,7,82
IND,5,8,80
IND,5,9,57
IND,5,10,69
IND,5,11,81
IND,5,12,81
IND,5,13,81
IND,5,14,83
IND,5,15,82
IND,5,16,59
IND,5,17,74
IND,5,18,79
IND,5,19,82
IND,5,20,83
IND,5,21,85
IND,5,22,83
IND,5,23,57
IND,5,24,53
IND,5,25,73
IND,5,26,80
IND,5,27,81
IND,5,28,82
IND,5,29,81
IND,5,30,57
IND,5,31,73
IND,6,1,79
IND,6,2,79
IND,6,3,83
IND,6,4,78
IND,6,5,78
IND,6,6,61
IND,6,7,78
IND,6,8,73
IND,6,9,79
IND,6,10,80
IND,6,11,83
IND,6,12,81
IND,6,13,73
IND,6,14,77
IND,6,15,77
IND,6,16,76
IND,6,17,81
IND,6,18,78
IND,6,19,83
IND,6,20,71
IND,6,21,78
IND,6,22,81
IND,6,23,79
IND,6,24,85
IND,6,25,85
IND,6,26,82
IND,6,27,75
IND,6,28,83
IND,6,29,84
IND,6,30,84
IND,7,1,81
IND,7,2,86
IND,7,3,69
IND,7,4,53
IND,7,5,78
IND,7,6,87
IND,7,7,81
IND,7,8,83
IND,7,9,86
IND,7,10,86
IND,7,11,71
IND,7,12,83
IND,7,13,78
IND,7,14,84
IND,7,15,84
IND,7,16,85
IND,7,17,68
IND,7,18,68
IND,7,19,80
IND,7,20,86
IND,7,21,87
IND,7,22,85
IND,7,23,86
IND,7,24,86
IND,7,25,71
IND,7,26,83
IND,7,27,86
IND,7,28,87
IND,7,29,86
IND,7,30,85
IND,7,31,86
IND,8,1,70
IND,8,2,77
IND,8,3,87
IND,8,4,88
IND,8,5,86
IND,8,6,86
IND,8,7,85
IND,8,8,66
IND,8,9,74
IND,8,10,79
IND,8,11,79
IND,8,12,77
IND,8,13,80
IND,8,14,80
IND,8,15,54
IND,8,16,78
IND,8,17,78
IND,8,18,73
IND,8,19,78
IND,8,20,78
IND,8,21,79
IND,8,22,50
IND,8,23,75
IND,8,24,78
IND,8,25,74
IND,8,26,79
IND,8,27,78
IND,8,28,78
IND,8,29,49
IND,8,30,74
IND,8,31,76
IND,9,1,71
IND,9,2,75
IND,9,3,76
IND,9,4,72
IND,9,5,42
IND,9,6,53
IND,9,7,77
IND,9,8,69
IND,9,9,76
IND,9,10,74
IND,9,11,81
IND,9,12,47
IND,9,13,76
IND,9,14,79
IND,9,15,76
IND,9,16,78
IND,9,17,76
IND,9,18,74
IND,9,19,49
IND,9,20,78
IND,9,21,78
IND,9,22,75
IND,9,23,78
IND,9,24,81
IND,9,25,79
IND,9,26,51
IND,9,27,79
IND,9,28,80
IND,9,29,74
IND,9,30,81
IND,11,1,82
IND,11,2,87
IND,11,3,83
IND,11,4,85
IND,11,5,88
IND,11,6,87
IND,11,7,58
IND,11,8,81
IND,11,9,89
IND,11,10,83
IND,11,11,86
IND,11,12,88
IND,11,13,88
IND,11,14,59
IND,11,15,80
IND,11,16,86
IND,11,17,81
IND,11,18,81
IND,11,19,88
IND,11,20,85
IND,11,21,55
IND,11,22,78
IND,11,23,81
IND,11,24,86
IND,11,25,92
IND,11,26,50
IND,11,27,65
IND,11,28,85
IND,11,29,98
IND,11,30,95
IND,12,1,87
IND,12,2,85
IND,12,3,89
IND,12,4,90
IND,12,5,59
IND,12,6,80
IND,12,7,86
IND,12,8,84
IND,12,9,86
IND,12,10,88
IND,12,11,88
IND,12,12,57
IND,12,13,80
IND,12,14,84
IND,12,15,80
IND,12,16,88
IND,12,17,85
IND,12,18,88
IND,12,19,64
IND,12,20,79
IND,12,21,84
IND,12,22,83
IND,12,23,84
IND,12,24,67
IND,12,25,58
IND,12,26,67
IND,12,27,80
IND,12,28,72
IND,12,29,80
IND,12,30,85
IND,12,31,66
JAX,1,1,48
JAX,1,2,60
JAX,1,3,54
JAX,1,4,57
JAX,1,5,57
JAX,1,6,49
JAX,1,7,49
JAX,1,8,48
JAX,1,9,49
JAX,1,10,37
JAX,1,11,42
JAX,1,12,48
JAX,1,13,49
JAX,1,14,49
JAX,1,15,50
JAX,1,16,50
JAX,1,17,38
JAX,1,18,40
JAX,1,19,49
JAX,1,20,49
JAX,1,21,50
JAX,1,22,50
JAX,1,23,50
JAX,1,24,38
JAX,1,25,43
JAX,1,26,46
JAX,1,27,40
JAX,1,28,46
JAX,1,29,50
JAX,1,30,50
JAX,1,31,38
JAX,2,1,37
JAX,2,2,42
JAX,2,3,48
JAX,2,4,50
JAX,2,5,49
JAX,2,6,50
JAX,2,7,36
JAX,2,8,43
JAX,2,9,44
JAX,2,10,47
JAX,2,11,51
JAX,2,12,52
JAX,2,13,49
JAX,2,14,43
JAX,2,15,42
JAX,2,16,46
JAX,2,17,46
JAX,2,18,49
JAX,2,19,49
JAX,2,20,48
JAX,2,21,39
JAX,2,22,46
JAX,2,23,46
JAX,2,24,48
JAX,2,25,42
JAX,2,26,46
JAX,2,27,48
JAX,2,28,39
JAX,3,1,42
JAX,3,2,49
JAX,3,3,49
JAX,3,4,48
JAX,3,5,44
JAX,3,6,53
JAX,3,7,53
JAX,3,8,56
JAX,3,9,57
JAX,3,10,57
JAX,3,11,57
JAX,3,12,56
JAX,3,13,56
JAX,3,14,52
JAX,3,15,55
JAX,3,16,57
JAX,3,17,57
JAX,3,18,57
JAX,3,19,57
JAX,3,20,52
JAX,3,21,51
JAX,3,22,56
JAX,3,23,57
JAX,3,24,57
JAX,3,25,57
JAX,3,26,56
JAX,3,27,56
JAX,3,28,52
JAX,3,29,57
JAX,3,30,58
JAX,3,31,57
JAX,4,1,58
JAX,4,2,58
JAX,4,3,58
JAX,4,4,51
JAX,4,5,56
JAX,4,6,58
JAX,4,7,56
JAX,4,8,59
JAX,4,9,58
JAX,4,10,57
JAX,4,11,51
JAX,4,12,55
JAX,4,13,59
JAX,4,14,59
JAX,4,15,61
JAX,4,16,58
JAX,4,17,58
JAX,4,18,51
JAX,4,19,54
JAX,4,20,57
JAX,4,21,60
JAX,4,22,60
JAX,4,23,59
JAX,4,24,60
JAX,4,25,50
JAX,4,26,55
JAX,4,27,59
JAX,4,28,59
JAX,4,29,60
JAX,4,30,58
JAX,5,1,60
JAX,5,2,49
JAX,5,3,55
JAX,5,4,58
JAX,5,5,59
JAX,5,6,59
JAX,5,7,58
JAX,5,8,58
JAX,5,9,48
JAX,5,10,55
JAX,5,11,57
JAX,5,12,58
JAX,5,13,58
JAX,5,14,58
JAX,5,15,58
JAX,5,16,49
JAX,5,17,57
JAX,5,18,57
JAX,5,19,57
JAX,5,20,57
JAX,5,21,58
JAX,5,22,59
JAX,5,23,47
JAX,5,24,48
JAX,5,25,53
JAX,5,26,56
JAX,5,27,55
JAX,5,28,58
JAX,5,29,58
JAX,5,30,47
JAX,5,31,55
JAX,6,1,55
JAX,6,2,56
JAX,6,3,57
JAX,6,4,60
JAX,6,5,59
JAX,6,6,46
JAX,6,7,55
JAX,6,8,56
JAX,6,9,60
JAX,6,10,57
JAX,6,11,58
JAX,6,12,58
JAX,6,13,45
JAX,6,14,55
JAX,6,15,56
JAX,6,16,59
JAX,6,17,56
JAX,6,18,58
JAX,6,19,54
JAX,6,20,45
JAX,6,21,55
JAX,6,22,55
JAX,6,23,58
JAX,6,24,57
JAX,6,25,56
JAX,6,26,56
JAX,6,27,48
JAX,6,28,54
JAX,6,29,58
JAX,6,30,58
JAX,7,1,55
JAX,7,2,60
JAX,7,3,51
JAX,7,4,48
JAX,7,5,60
JAX,7,6,59
JAX,7,7,54
JAX,7,8,56
JAX,7,9,57
JAX,7,10,58
JAX,7,11,49
JAX,7,12,59
JAX,7,13,58
JAX,7,14,54
JAX,7,15,56
JAX,7,16,58
JAX,7,17,58
JAX,7,18,49
JAX,7,19,57
JAX,7,20,58
JAX,7,21,55
JAX,7,22,56
JAX,7,23,57
JAX,7,24,57
JAX,7,25,47
JAX,7,26,58
JAX,7,27,59
JAX,7,28,55
JAX,7,29,56
JAX,7,30,57
JAX,7,31,58
JAX,8,1,49
JAX,8,2,57
JAX,8,3,58
JAX,8,4,58
JAX,8,5,60
JAX,8,6,60
JAX,8,7,59
JAX,8,8,49
JAX,8,9,55
JAX,8,10,57
JAX,8,11,54
JAX,8,12,55
JAX,8,13,54
JAX,8,14,55
JAX,8,15,45
JAX,8,16,55
JAX,8,17,56
JAX,8,18,54
JAX,8,19,51
JAX,8,20,51
JAX,8,21,53
JAX,8,22,43
JAX,8,23,51
JAX,8,24,53
JAX,8,25,52
JAX,8,26,53
JAX,8,27,53
JAX,8,28,53
JAX,8,29,44
JAX,8,30,50
JAX,8,31,53
JAX,9,1,55
JAX,9,2,54
JAX,9,3,54
JAX,9,4,51
JAX,9,5,39
JAX,9,6,45
JAX,9,7,53
JAX,9,8,54
JAX,9,9,53
JAX,9,10,50
JAX,9,11,51
JAX,9,12,38
JAX,9,13,52
JAX,9,14,55
JAX,9,15,54
JAX,9,16,54
JAX,9,17,55
JAX,9,18,54
JAX,9,19,37
JAX,9,20,52
JAX,9,21,55
JAX,9,22,54
JAX,9,23,55
JAX,9,24,56
JAX,9,25,55
JAX,9,26,38
JAX,9,27,54
JAX,9,28,56
JAX,9,29,54
JAX,9,30,56
JAX,11,1,54
JAX,11,2,59
JAX,11,3,56
JAX,11,4,58
JAX,11,5,58
JAX,11,6,58
JAX,11,7,45
JAX,11,8,53
JAX,11,9,57
JAX,11,10,57
JAX,11,11,56
JAX,11,12,58
JAX,11,13,59
JAX,11,14,44
JAX,11,15,55
JAX,11,16,58
JAX,11,17,57
JAX,11,18,56
JAX,11,19,56
JAX,11,20,59
JAX,11,21,46
JAX,11,22,50
JAX,11,23,53
JAX,11,24,59
JAX,11,25,62
JAX,11,26,39
JAX,11,27,47
JAX,11,28,51
JAX,11,29,58
JAX,11,30,62
JAX,12,1,58
JAX,12,2,58
JAX,12,3,59
JAX,12,4,59
JAX,12,5,39
JAX,12,6,54
JAX,12,7,57
JAX,12,8,57
JAX,12,9,57
JAX,12,10,59
JAX,12,11,60
JAX,12,12,40
JAX,12,13,54
JAX,12,14,55
JAX,12,15,56
JAX,12,16,59
JAX,12,17,59
JAX,12,18,57
JAX,12,19,52
JAX,12,20,57
JAX,12,21,60
JAX,12,22,58
JAX,12,23,61
JAX,12,24,45
JAX,12,25,50
JAX,12,26,55
JAX,12,27,55
JAX,12,28,57
JAX,12,29,59
JAX,12,30,59
JAX,12,31,49
JFK,1,1,275
JFK,1,2,305
JFK,1,3,278
JFK,1,4,299
JFK,1,5,300
JFK,1,6,261
JFK,1,7,261
JFK,1,8,275
JFK,1,9,275
JFK,1,10,240
JFK,1,11,282
JFK,1,12,278
JFK,1,13,261
JFK,1,14,261
JFK,1,15,281
JFK,1,16,278
JFK,1,17,234
JFK,1,18,263
JFK,1,19,279
JFK,1,20,262
JFK,1,21,261
JFK,1,22,280
JFK,1,23,280
JFK,1,24,234
JFK,1,25,284
JFK,1,26,106
JFK,1,27,52
JFK,1,28,237
JFK,1,29,283
JFK,1,30,280
JFK,1,31,237
JFK,2,1,214
JFK,2,2,184
JFK,2,3,235
JFK,2,4,262
JFK,2,5,283
JFK,2,6,278
JFK,2,7,242
JFK,2,8,231
JFK,2,9,218
JFK,2,10,253
JFK,2,11,260
JFK,2,12,285
JFK,2,13,291
JFK,2,14,202
JFK,2,15,200
JFK,2,16,275
JFK,2,17,267
JFK,2,18,280
JFK,2,19,290
JFK,2,20,286
JFK,2,21,233
JFK,2,22,262
JFK,2,23,286
JFK,2,24,279
JFK,2,25,279
